year,preset_demand
2.01000000000000E+03,5.17794116400000E+05
2.01100000000000E+03,4.72084814321890E+05
2.01200000000000E+03,4.26375512243780E+05
2.01300000000000E+03,3.80666210165670E+05
2.01400000000000E+03,3.34956908087561E+05
2.01500000000000E+03,2.89247606009451E+05
2.01600000000000E+03,3.03676216087976E+05
2.01700000000000E+03,3.18104826166502E+05
2.01800000000000E+03,3.32533436245028E+05
2.01900000000000E+03,3.46962046323553E+05
2.02000000000000E+03,3.61390656402079E+05
2.02100000000000E+03,2.99500394601663E+05
2.02200000000000E+03,2.37610132801247E+05
2.02300000000000E+03,1.75719871000832E+05
2.02400000000000E+03,1.13829609200416E+05
2.02500000000000E+03,5.19393474000000E+04
2.02600000000000E+03,4.15514779200000E+04
2.02700000000000E+03,3.11636084400000E+04
2.02800000000000E+03,2.07757389600000E+04
2.02900000000000E+03,1.03878694800000E+04
2.03000000000000E+03,0.00000000000000E+00
2.03100000000000E+03,0.00000000000000E+00
2.03200000000000E+03,0.00000000000000E+00
2.03300000000000E+03,0.00000000000000E+00
2.03400000000000E+03,0.00000000000000E+00
2.03500000000000E+03,0.00000000000000E+00
2.03600000000000E+03,0.00000000000000E+00
2.03700000000000E+03,0.00000000000000E+00
2.03800000000000E+03,0.00000000000000E+00
2.03900000000000E+03,0.00000000000000E+00
2.04000000000000E+03,0.00000000000000E+00
2.04100000000000E+03,0.00000000000000E+00
2.04200000000000E+03,0.00000000000000E+00
2.04300000000000E+03,0.00000000000000E+00
2.04400000000000E+03,0.00000000000000E+00
2.04500000000000E+03,0.00000000000000E+00
2.04600000000000E+03,0.00000000000000E+00
2.04700000000000E+03,0.00000000000000E+00
2.04800000000000E+03,0.00000000000000E+00
2.04900000000000E+03,0.00000000000000E+00
2.05000000000000E+03,0.00000000000000E+00
